text,l1
"I'm going to go to the WaterFront this saturday,because I promised my son that I will go there.I could go to the movies and then I might eat some food also I may buy a printer.",Korean
"In two days I will go to station squire and I will go to shopping. I may buy a t-shirt,and I might buy some shoes. I could pay with cash or a credit card. I will be going home after I finish shopping.",Arabic
"""I love Bob's writing class,"" the student said.

I yelled,""I hope i want to take a Bob's class next semester!!""",Korean
I've already cleaned room.I've already sent invitation. I've borrowed some chair yet. I've prepared music CD yet.I've bought food yet.I've already made menu.I've witten a guest list yet. ,Korean
"The Rubix cube was a sensational fad.It wasn't practical, but it caught on and became a success by word of mouth.In the 1980s The Rubix cube sold like hotcakes, somebody must have made a mint.The Ribix's company give us a tip to know such as, ""small investment make fortune!""",Spanish
"I almost finished the food.And i already bought vodka`s.I clean the hall house.You should buy cups,spoons and the ice.After that you should make the audio system.And the light`s.I called to the dj.You don`t need the call again.",Turkish
"We went to Moraine State Park, which is located on the north side of the Pittsburgh, with my friends last weekend. I brought the apples which I bought from Wall-Mart.",Turkish
" I want to talk about my best friedn. My bes freind is Sami. Sami who was studying with me in elementary school which is next to my house. In fact, Sami is man whose personality is calm. Actuality, I hope to meet someone whose look likes Sami.

 ",Arabic
"People in my country have different types of pets. First, I have a dog named zozo. Second, he is very cute. Third, he is very quiet. Then, he likes being held. Finally, he sleeps all day.",Arabic
"My country is Saudi Arabia.First,my country located in middel east.Second,Saudi Arabia is the second biggest country among the arab countries.Also,Saudi Arabia known by its oil.The capital of Saudi Arabia is Riyadh.Finally,all the pepole in Saudi Arabia are Muslims.As you can see Saudi Arabia is very important in middel east.",Arabic
"We went to Moraine State Park, which is located on the north side of Pittsburgh, with my friends last weekend. I brought apples which I bought at Wall-Mart.",Turkish
"It is revealed that the oldest city in America, and the scale is very huge. Also the people in the city developed trading industry.",Korean
"She is a peruvian archaeologist, and started the excavation the city in Caral. At last, she confirm that the Canal is the oldest city in America.",Korean
"The Caral civilization fell for reasons that may never be answered, but it didn't disappear overnight.",Korean
